id,num_of_pic,price,brand,model,title,year,km,steering_side,region_specs,location,location_cleaned
2723,16,37000,Hyundai,H1,2019 Hyundai H-1 Cargo Van 2.5L RWD / Diesel M/T / Low Mileage / Bulk Deals Available Book Now,2019,10380,Left Hand,Other,"Ras Al Khor, Dubai",Dubai
2724,13,34000,Hyundai,Grand Santa Fe,HYUNDAI GRAND SANTAFE GCC SPECS EXCELLENT CONDITION,2014,156000,Left Hand,GCC Specs,"Dubai Design District, Dubai",Dubai
2725,4,23000,Hyundai,Elantra,2017 Hyundai Elantra: Elevate Your Drive!,2017,134436,Left Hand,American Specs,Sharjah,Sharjah
2726,16,22000,Hyundai,Accent,Hyundai accent single owner 2016,2016,100000,Left Hand,GCC Specs,Dubai,Dubai
2727,2,10500,Hyundai,i20,Hyundai i20 clean,2013,300000,Left Hand,GCC Specs,"Dubai Silicon Oasis (DSO), Dubai",Dubai
2728,8,30000,Hyundai,Accent,Hyundai Accent 2019 Gcc,2019,95000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2729,5,19500,Hyundai,Sonata,Sonata,2015,115000,Left Hand,American Specs,"Al Hamidiyah, Ajman",Ajman
2730,20,51000,Hyundai,Veloster,Ù‡ÙŠÙˆÙ†Ø¯Ø§Ù‰ Ú¤ÙˆÙ„Ø³ØªØ± V4 2.0 Ù…ÙˆØ¯ÙŠÙ„ 2019 Ø®Ù„ÙŠØ¬Ù‰ Ø¨Ø§Ù†ÙˆØ±Ø§Ù…Ø§ ÙÙ„ Ø§ÙˆØ¨Ø´Ù†,2019,83000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2731,20,40000,Hyundai,Avanti,Hyundai Avanti 2020 Korean import,2020,115000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2732,8,33000,Hyundai,Santa Fe,Hyundai santa fe 2016 v6,2016,203000,Left Hand,American Specs,"Al Taawun, Sharjah",Sharjah
2733,14,62000,Hyundai,Veloster,100% Not Flooded | ØµØ¨Øº ÙˆÙƒØ§Ù„Ù‡ | GCC Specs | Original Paint | Excellent Condition | Accident Free,2019,93000,Left Hand,GCC Specs,"Al Mamzar, Dubai",Dubai
2734,17,65000,Hyundai,Centennial,"100% Not Flooded | 52,000km | Luxury | GCC | Accident Free | Single Owner | Excellent Condition",2015,52000,Left Hand,GCC Specs,"Al Mamzar, Dubai",Dubai
2735,15,34000,Hyundai,Santa Fe,100% Not flooded | Grand Santa Fe | GCC Specs | Excellent Condition | Single Owner,2014,115000,Left Hand,GCC Specs,"Al Mamzar, Dubai",Dubai
2736,19,33900,Hyundai,Accent,AED 557/month 2020 | HYUNDAI ACCENT | GL GCC | FULL SERVICE HISTORY | H87822,2020,105084,Left Hand,GCC Specs,"Al Mamzar, Dubai",Dubai
2737,19,39500,Hyundai,Accent,AED 649/month 2021 | HYUNDAI ACCENT | GL GCC | FULL SERVICE HISTORY | H51565,2021,85099,Left Hand,GCC Specs,"Al Barsha, Dubai",Dubai
2738,18,39500,Hyundai,Accent,AED 649/month 2021 | HYUNDAI ACCENT | GL GCC | FULL SERVICE HISTORY | H51567,2021,68555,Left Hand,GCC Specs,"Al Barsha, Dubai",Dubai
2739,19,18500,Hyundai,i10,2015 | HYUNDAI i10 | GL | 1.2L GCC SPECS | H55227,2015,161995,Left Hand,GCC Specs,"Al Barsha, Dubai",Dubai
2740,19,69000,Hyundai,H1,2020 | HYUNDAI H1 | GL 12-SEATER PASSANGER | GCC SPECS | FULL SERVICE HISTORY | H39007,2020,168141,Left Hand,GCC Specs,"Al Mamzar, Dubai",Dubai
2741,18,49500,Hyundai,H1,2017 | HYUNDAI H1 | GL 9-SEATER PASSANGER | GCC SPECS | H90986,2017,105392,Left Hand,GCC Specs,"Al Barsha, Dubai",Dubai
2742,18,56500,Hyundai,H1,2019 | HYUNDAI H1 | GL 9-SEATER PASSANGER | GCC SPECS | FULL SERVICE HISTORY | H41655,2019,97026,Left Hand,GCC Specs,"Al Barsha, Dubai",Dubai
2743,6,32999,Hyundai,Santa Fe,Hyundai Santafe 2017,2017,90000,Left Hand,American Specs,Dubai,Dubai
2744,18,48000,Hyundai,Kona,Al-MAJID GCC- Top Option Electric Seat/Cameras/Sensors-Low Mileage-No Accidents-Car Play-New Tires,2019,119000,Left Hand,GCC Specs,"Jumeirah Village Circle (JVC), Dubai",Dubai
2745,20,26500,Hyundai,Azera,"Hyundai Azera 2011 Full Option, No Accident Korean Spec",2011,144000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2746,13,25500,Hyundai,Veloster,Hyundai veloster 2015 American full option,2015,92000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2747,7,17000,Hyundai,Accent,Hyundai accent 2016 gcc 1.6,2016,115000,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
2748,5,18500,Hyundai,Elantra,Hyundai elantra in good cobdition,2012,141500,Left Hand,American Specs,Sharjah,Sharjah
2749,4,75000,Hyundai,Santa Fe,Santa Fe,2020,16000,Left Hand,Canadian Specs,"Al Majaz, Sharjah",Sharjah
2750,15,42000,Hyundai,Accent,840 Aed/Month Gcc Hyundai Accent 2021 1.6L Engine Available on 0% Down Payment And Cash,2021,51000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2751,18,53000,Hyundai,Tucson,1060 AED/MONTH GCC HYUNDAI TUCSON 2018 AVAILABLE ON 0% DOWN PAYMENT AND CASH,2018,75000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2752,14,18500,Hyundai,Veloster,Very nice and clean car 1.6 engine,2016,115164,Left Hand,American Specs,"Al Mamzar, Dubai",Dubai
2753,3,34000,Hyundai,Sonata,Sonata,2018,120000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2754,5,47000,Hyundai,Elantra,Elantra,2021,71000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2755,11,35000,Hyundai,Creta,2017 Hyundai Creta GL 1.6L | GCC Specs,2017,102836,Left Hand,GCC Specs,"Al Khan, Sharjah",Sharjah
2756,18,50000,Hyundai,Avanti,"Hyundai Avante 2020, Korean, without paint, without accidents, in excellent condition",2020,76000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2757,16,53000,Hyundai,Avanti,"Hyundai Avante 2021, Korean, without paint, without accidents, in excellent condition",2021,45000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2758,17,60000,Hyundai,Creta,"Hyundai Creta 2022 GCC, in agency condition",2022,51000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2759,18,59000,Hyundai,Creta,"Hyundai Creta 2022 GCC, in agency condition",2022,51000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2760,16,21000,Hyundai,Veloster,2013 Hyundai Veloster Turbo 2013,2013,225000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2761,10,25000,Hyundai,Veloster,"Hyundai Veloster 2016, American specifications, in excellent panorama condition",2016,116000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2762,11,29000,Hyundai,Elantra,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ Ø³ÙˆÙ†ØªØ§ Ù¢Ù Ù¡Ù¨ Ù…ÙˆØ§ØµÙØ§Øª Ø§Ù…Ø±ÙŠÙƒÙŠØ© Ø¨Ø­Ø§Ù„Ø© Ù…Ù…ØªØ§Ø²Ø©,2018,148000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2763,10,27000,Hyundai,Veloster,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ ÙÙˆÙ„Ø³ØªØ± 2015 Ù…ÙˆØ§ØµÙØ§Øª Ø®Ù„ÙŠØ¬ÙŠØ© Ø¨Ø­Ø§Ù„Ø© Ù…Ù…ØªØ§Ø²Ø©,2015,172000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2764,18,106000,Hyundai,Santa Fe,HYUNDAI SANTAFE TM AT 7P MPI 3.5L SUV FWD 5DOORS,2023,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2765,20,47000,Hyundai,H1,HYUNDAI H1 DIESEL 2.5 L MANUAL 12 SEAT,2019,24045,Left Hand,Korean Specs,"Ras Al Khor, Dubai",Dubai
2766,19,124000,Hyundai,Palisade,Hyundai Palisade 2023,2023,2300,Left Hand,American Specs,"Al Mamzar, Dubai",Dubai
2767,7,43000,Hyundai,Sonata,Sonata sport,2019,90000,Left Hand,American Specs,"Arjan, Dubai",Dubai
2768,8,19990,Hyundai,Santa Fe,Hyundai Santfee 7 seater 2.4 engine for sale,2012,238000,Left Hand,GCC Specs,"Al Nahda (Dubai), Dubai",Dubai
2769,5,32000,Hyundai,Sonata,Hyundai Sonata ( 2017 Model ) | White Color | GCC Specs,2017,149000,Left Hand,GCC Specs,"Muhaisnah, Dubai",Dubai
2770,20,79500,Hyundai,Santa Fe,Santafe tm,2019,41269,Left Hand,Korean Specs,"Al Sajaa, Sharjah",Sharjah
2771,9,38999,Hyundai,Sonata,Sonata 2018 (Limited),2018,80000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2772,7,41000,Hyundai,Accent,GCC SPECS HYUNDAI ACCENT 2020 AVAILABLE ON CASH AND FINANCE WITH ZERO DOWNPAYMENT,2020,58000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2773,8,48000,Hyundai,H1,Hyundai H1,2018,261438,Left Hand,GCC Specs,Dubai,Dubai
2774,18,15500,Hyundai,Elantra,Hyundai elantra Model 2013 full automatic Excellent Condition,2013,154000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2775,18,22000,Hyundai,Elantra,Hyundai elantra Model 2017 full option Excellent Condition,2017,162000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2776,9,45000,Hyundai,Tucson,Tucson 2018 Panorama limited 1.6 Turbo,2018,105000,Left Hand,American Specs,"Al Jurf, Ajman",Ajman
2777,9,27500,Hyundai,Sonata,Hyundai sonata,2018,142000,Left Hand,American Specs,Sharjah,Sharjah
2778,12,35000,Hyundai,Tucson,Hyundai Tucson 2017,2017,131000,Left Hand,American Specs,"Deira, Dubai",Dubai
2779,10,65000,Hyundai,Sonata,Hyundai sonata 2021 full option panoramic,2021,22500,Left Hand,American Specs,"Deira, Dubai",Dubai
2780,15,63000,Hyundai,Creta,HYUNDAI CRETA 1.6L 2022 GOOD CONDITION ORIGINAL PAINT,2022,80000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2781,19,78000,Hyundai,Santa Fe,"2021 Hyundai Santa Fe, Sel 2.5L 4",2021,24400,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2782,15,41000,Hyundai,Accent,AED684/month | 2021 Hyundai Accent GL 1.6L | Warranty | GCC Specifications | Ref#169574,2021,72563,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2783,10,31508,Hyundai,H1,HYUNDAI H1 VAN 5 SET 2016,2016,148000,Left Hand,GCC Specs,"Emirates Hills, Dubai",Dubai
2784,8,23500,Hyundai,Sonata,Ø³ÙˆÙ†Ø§ØªØ§ Ù…ÙˆØ¯ÙŠÙ„ 2017 Ø§ÙˆØ±Ø§Ù‚ Ø¬Ù…Ø§Ø±Ùƒ,2017,119000,Left Hand,American Specs,Ajman,Ajman
2785,18,29000,Hyundai,Sonata,Hyundai Sonata GCC spec,2017,218000,Left Hand,GCC Specs,"Al Nahda (Dubai), Dubai",Dubai
2786,18,51500,Hyundai,H1,ORIGINAL PAINT ( ØµØ¨Øº ÙˆÙƒØ§Ù„Ù‡ ) 12 Seater Van! Hyundai H1 ( 2019 Model ) in White Color GCC Specs,2019,188000,Left Hand,GCC Specs,"Dubai Marina, Dubai",Dubai
2787,18,59500,Hyundai,Veloster,"AED 1,165 EMi at 0% DP | Hyundai Veloster 1.6L Turbo ( 2019 Model ) in Grey Color GCC Specs",2019,47000,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
2788,8,23500,Hyundai,Elantra,Hyundai Elantra Gcc Original paint,2014,156000,Left Hand,GCC Specs,"Al Jurf, Ajman",Ajman
2789,17,59000,Hyundai,Sonata,Hyundai Sonata limited 2020,2020,73800,Left Hand,American Specs,"Al Mamzar, Dubai",Dubai
2790,18,28999,Hyundai,Sonata,Hyundai Sonata Sport Edition,2018,157000,Left Hand,American Specs,"Town Square, Dubai",Dubai
2791,9,67500,Hyundai,Tucson,Hyundai Tucson 2021,2021,41500,Left Hand,GCC Specs,"Jumeirah Village Circle (JVC), Dubai",Dubai
2792,17,100000,Hyundai,Santa Fe,Calligraphy Edition full option super as new.,2023,3000,Left Hand,American Specs,"Al Mamzar, Dubai",Dubai
2793,6,41000,Hyundai,Sonata,Hyundai Sonata 2018,2018,126200,Left Hand,GCC Specs,"Mirdif, Dubai",Dubai
2794,14,38000,Hyundai,Santa Fe,Hyundai santa fe 4WD,2016,144595,Left Hand,GCC Specs,"Hoshi, Sharjah",Sharjah
2795,7,41500,Hyundai,Venue,Hyundai venue,2022,34208,Left Hand,American Specs,Dubai,Dubai
2796,8,18500,Hyundai,Sonata,Hyundai Sonata,2015,199998,Left Hand,American Specs,Dubai,Dubai
2797,8,25000,Hyundai,Grand i10,Hyundai Grand i10 2019,2019,117250,Left Hand,GCC Specs,"Dubai Creek Harbour, Dubai",Dubai
2798,16,41000,Hyundai,Tucson,4 Hyundai Tucson 2018,2018,125000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2799,20,69000,Hyundai,Elantra,HYUNDAI ELANTRA FULL 1.6L PREMIER PLUS MODEL 2024 GCC SPECIFICATION (EXPORT ONLY),2024,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2800,20,97500,Hyundai,Tucson,HYUNDAI TUCSON 4*2 1.6L TOUCH GEAR PANORAMIC ROOF MODEL 2024 GCC (EXPORT ONLY),2024,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2801,8,23000,Hyundai,Genesis,Clean Genesis for sale,2012,148452,Left Hand,American Specs,"Al Nahda (Dubai), Dubai",Dubai
2802,20,43000,Hyundai,Avanti,"Hyundai Avante 2019 1600 CC No Accident, Imported from South Korea",2019,66000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2803,20,32000,Hyundai,Grandeur,"Hyundai Azera (Grandeur) 2014 Full Option, No Accident Korean Spec",2014,132000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2804,21,63900,Hyundai,Creta,2022 Hyundai Creta Smart â€¢ Flood free â€¢ 1 Year free warranty,2022,73186,Left Hand,GCC Specs,"Jebel Ali, Dubai",Dubai
2805,20,97900,Hyundai,Tucson,2023 Hyundai Tucson Smart â€¢ Flood free â€¢ Manufacturer warranty till 26-Apr-2028,2023,7949,Left Hand,GCC Specs,"Jebel Ali, Dubai",Dubai
2806,17,47000,Hyundai,Tucson,"Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ ØªØ§Ø³ÙƒÙˆÙ† Ù…ÙˆØ¯ÙŠÙ„ 2017 . (1,6cc) ÙˆØ§Ø±Ø¯ Ø¨Ø­Ø§Ù„Ù‡ Ù…Ù…ØªØ§Ø²Ù‡",2017,114000,Left Hand,American Specs,"Al Shawamekh, Abu Dhabi",Abu Dhabi
2807,13,49500,Hyundai,Sonata,SONATA / MID OPT/ LOT#49801,2020,39984,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
2808,19,17500,Hyundai,Accent,Hyundai Accent 2016 1.6l,2016,190000,Left Hand,GCC Specs,Dubai,Dubai
2809,14,75500,Hyundai,Genesis,GENESIS G70/ SUNROOF/ LEATHER/ TRIP TONIC/ FULL OPT/ 1040 MONTHLY/ LOT#72947,2021,24646,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
2810,13,30500,Hyundai,Sonata,HYUNDAI SONATA 2019,2019,120000,Left Hand,American Specs,Sharjah,Sharjah
2811,11,24500,Hyundai,Sonata,Hyundai sonata,2017,99643,Left Hand,American Specs,Dubai,Dubai
2812,14,44000,Hyundai,Accent,2021 Hyundai Accent | GCC | 1.6L | FWD | Good Condition |,2021,114000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2813,20,22500,Hyundai,Elantra,2014 HYUNDAI ELANTRA 1.8L GCC SPECIFICATION IN VERY EXCELLENT CONDITION,2014,162000,Left Hand,GCC Specs,"Deira, Dubai",Dubai
2814,14,29000,Hyundai,Sonata,HYUNDAI SONATA 2018 VERY CLEAN WITH LOW MILEAGE,2018,68000,Left Hand,American Specs,"Al Taawun, Sharjah",Sharjah
2815,17,32500,Hyundai,Sonata,With sunroof sonata sports 2018 full option,2018,170000,Left Hand,American Specs,"Dubai Design District, Dubai",Dubai
2816,5,47000,Hyundai,Tucson,hyundai tucson 2016,2016,53935,Left Hand,GCC Specs,Dubai,Dubai
2817,11,28000,Hyundai,Creta,HYUNDAI CRETA 2017 MODEL FOR SALE,2017,321000,Left Hand,GCC Specs,"Deira, Dubai",Dubai
2818,10,20500,Hyundai,Santa Fe,HYUNDAI SANTA FE GCC 7SET 2011,2011,165000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2819,10,49000,Hyundai,Tucson,Hyundai Tucson 2017- 2.0 GCC - First Owner,2017,130000,Left Hand,GCC Specs,"International City, Dubai",Dubai
2820,18,27000,Hyundai,Santa Fe,GCC V6 original paint not negotiable ØºÙŠØ± Ù‚Ø§Ø¨Ù„ Ù„Ù„ØªÙØ§ÙˆØ¶ Ù„Ù„Ø¬Ø§Ø¯ÙŠÙ† ÙÙ‚Ø·,2012,130000,Left Hand,GCC Specs,"Deira, Dubai",Dubai
2821,11,23500,Hyundai,H1,Hyandai H1 Gcc Specs 2012 9sets good condition,2012,280000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2822,17,58999,Hyundai,Santa Fe,2019 Hyundai Santa Fe Limited 2.4L V4 Full Option Great Maintained / EXPORT ONLY,2019,82700,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
2823,18,32999,Hyundai,Tucson,2016 Hyundai Tucson 2.0L V4 - GDi 4x4 AWD - Electric Seat and Rear CAM,2016,65400,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
2824,20,107999,Hyundai,Palisade,2021 Hyundai Palisade Calligraphy Full Option Panorama View -360 CAM HUD-AWD -Korean Specs-UAE PASS,2021,70500,Left Hand,Korean Specs,"Ras Al Khor, Dubai",Dubai
2825,19,104999,Hyundai,Palisade,2023 Hyundai Palisade XRT Sports 3.8L V6-AWD4x4Full Option With Radar And Sensor /EXPORT ONLY,2023,24600,Left Hand,American Specs,"Dubai Marina, Dubai",Dubai
2826,18,93999,Hyundai,Palisade,2021 Hyundai Palisade Calligraphy V6-360* 5 CAM - HUD - Full Option Panoramic View -,2021,23400,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
2827,20,89999,Hyundai,Palisade,2020 Hyundai Palisade Limited Edition - Korean Specs Original Paint- 360* CAM - 4x4 AWD,2020,129000,Left Hand,Korean Specs,"Ras Al Khor, Dubai",Dubai
2828,15,35000,Hyundai,Sonata,Hyundai Sonata Sport 2019,2019,39500,Left Hand,American Specs,Dubai,Dubai
2829,9,68000,Hyundai,Tucson,"Hyundai Tucson, GCC, 34k milleage, perfect condition",2019,35000,Left Hand,GCC Specs,"The Greens, Dubai",Dubai
2830,18,29500,Hyundai,Veloster,HYUNDAI VELOSTER GLS - GCC SPECS - ORIGINAL PAINT - ACCIDENT FREE - EXCELENT CONDITION -,2014,155000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2831,16,38000,Hyundai,Santa Fe,HYUNDAI SANTA FE - GCC SPECS - ORIGINAL PAINT - FULL SERVICE HISTORY - EXCELENT CONDITION -,2015,116000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2832,13,57500,Hyundai,Elantra,Gcc Hyundai Elantra 2022 GL Mid Option Good Condition Available Cash And Bank Finance Zero% D/P,2022,37000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2833,20,70000,Hyundai,Elantra,Hyundai Elantra 1.6L PETROL 24MY GCC Specs sunroof,2024,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2834,13,135000,Hyundai,Palisade,Hyundai palisade 2024 model GCC Under warranty all service from HYUNDAI,2024,19500,Left Hand,GCC Specs,"Al Wasl, Dubai",Dubai
2835,13,27000,Hyundai,Sonata,Hyundai Sonata 2017 Limited sport full option original airbags no accident only scratches before,2017,120000,Left Hand,American Specs,Dubai,Dubai
2836,13,12000,Hyundai,i10,Hyundai i10 in excellent condition,2011,248000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2837,12,40000,Hyundai,Coupe,2016 Hyundai Genesis Coupe 3.8 | GCC | Well Maintained,2016,105000,Left Hand,GCC Specs,Dubai,Dubai
2838,13,62500,Hyundai,Elantra,Hyundai Elantra N-Line 1.6 Turbo,2021,15000,Left Hand,American Specs,Sharjah,Sharjah
2839,14,67000,Hyundai,Elantra,0KM - Full Options - With 3 years Warranty,2024,30,Left Hand,Chinese Specs,"Town Square, Dubai",Dubai
2840,7,31000,Hyundai,Sonata,Hyundai sonata 2018 sport,2018,69000,Left Hand,American Specs,"Samnan, Sharjah",Sharjah
2841,9,59900,Hyundai,Elantra,Hyundai Elantra 2023 gcc accident free single owner,2023,38000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2842,12,72500,Hyundai,Sonata,Urgent sale!!!Hyundai sonata SEL plus 2023,2023,15000,Left Hand,American Specs,Dubai,Dubai
2843,19,65000,Hyundai,Genesis,Ù‡ÙˆÙ†Ø¯Ø§ÙŠ Ø¬Ù†Ø³ÙŠØ³ 2015 Ø¨Ù„Ø§ØªÙŠÙ†ÙŠÙˆÙ…,2015,188547,Left Hand,GCC Specs,Ajman,Ajman
2844,13,32500,Hyundai,Veloster,HYUNDAI VELOSTER MODEL 2016 GCC SPEC IN EXCELLENT CONDITION,2016,106000,Left Hand,GCC Specs,"Deira, Dubai",Dubai
2845,16,31500,Hyundai,Veloster,HYUNDAI VELOSTER MODEL 2015 GCC SPEC IN EXCELLENT CONDITION,2015,142000,Left Hand,GCC Specs,"Deira, Dubai",Dubai
2846,20,52000,Hyundai,Sonata,hyundai sonata 2019 GCC EXCELLENT CONDITION WITHOUT ACCIDENT,2019,65000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2847,14,29000,Hyundai,Sonata,Ù‡ÙˆÙ†Ø¯Ø§ÙŠ Ø³ÙˆÙ†Ø§ØªØ§ Ø³Ø¨ÙˆØ±Øª 2017,2017,172000,Left Hand,American Specs,"Al Rawda, Ajman",Ajman
2848,19,32000,Hyundai,Santa Fe,HYUNDAI SANTA FE 2014 FULL OPTION,2014,146000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2849,18,58000,Hyundai,Santa Fe,"Hyundai Santafe 2019 Korean Importer, Diesel 2.0 Turbo/Clean title",2019,98000,Left Hand,Korean Specs,"Al Jurf, Ajman",Ajman
2850,10,52000,Hyundai,Santa Fe,Hyundai Santa Fe 3.5L 2019 / GCC Specification / 7 Seater,2019,142656,Left Hand,GCC Specs,Dubai,Dubai
2851,5,22000,Hyundai,Elantra,Perfect condition 2012 Hyundai Elentra MD 1.6 GDI for immediate sale,2012,124000,Left Hand,Korean Specs,Dubai,Dubai
2852,19,64500,Hyundai,Tucson,Hyundai TUCSON 2.0 GL /GCc/No accedent,2020,45500,Left Hand,GCC Specs,"Corniche Area, Abu Dhabi",Abu Dhabi
2853,14,42000,Hyundai,Kona,"2020 Hyundai Kona Full Option1.6T CC, SUV, Petrol, Automatic, 4WD",2020,37931,Left Hand,American Specs,"Dubai Marina, Dubai",Dubai
2854,16,28000,Hyundai,Sonata,Hyundai Sonata SE 2017 | clean title |,2017,125000,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
2855,3,11000,Hyundai,Elantra,HYUNDAI ELANTRA 2010 GCC 2000 CC No accident,2010,227000,Left Hand,GCC Specs,"Majan, Dubai",Dubai
2856,16,28500,Hyundai,Elantra,Hyundai Elantra,2019,27000,Left Hand,American Specs,"Deira, Dubai",Dubai
2857,18,47500,Hyundai,Tucson,Hyundai Tucson,2020,18000,Left Hand,American Specs,"Deira, Dubai",Dubai
2858,19,88000,Hyundai,Palisade,2020 HYUNDAI PALISADE LIMITED 4x4 FULL OPTIONS IMPORTED FROM USA,2020,66662,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
2859,17,33500,Hyundai,Santa Fe,A superb and amazing single owner expat family used Hyundai Santa Fe. GCC,2015,220000,Left Hand,GCC Specs,"Dubailand, Dubai",Dubai
2860,15,39000,Hyundai,H1,2020 Hyundai H1 Cargo Van / Diesel M/T / 2.5L RWD / Ready to Drive / Low Mileage / Book Now!,2020,21017,Left Hand,Other,"Ras Al Khor, Dubai",Dubai
2861,18,33000,Hyundai,Santa Fe,"2014 MODEL SANTA FE / GCC SPEC/ PANORAMIC ROOF / SINGLE OWNER/ ACCIDENT FREE,/EXCELLENT CONDITION",2014,113000,Left Hand,GCC Specs,"Deira, Dubai",Dubai
2862,17,46000,Hyundai,H1,2020 Hyundai H1 GL 2.5L RWD 12 Seater - DSL MT - Like New Condition - Low Mileage - Book Now!,2020,18500,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2863,8,25000,Hyundai,Sonata,Hayundai Sonata 2017,2017,176122,Left Hand,American Specs,"Zayed City, Abu Dhabi",Abu Dhabi
2864,7,33000,Hyundai,Accent,HYUNDAI ACCENT 1.4L PETROL COMFORT AUTOMATIC,2020,104000,Left Hand,GCC Specs,"Dubai Marina, Dubai",Dubai
2865,17,38500,Hyundai,Sonata,AED 731 EMi for 4Yrs | Hyundai Sonata ( 2017 Model ) in White Color GCC Specs,2017,154000,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
2866,17,36500,Hyundai,Veloster,VERY LOW KILOMETER! Hyundai Veloster 1.6L ( 2015 Model ) in Green Color GCC Specs,2015,96000,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
2867,7,21000,Hyundai,Sonata,Hundai sonata 2017,2017,70000,Left Hand,American Specs,"International City, Dubai",Dubai
2868,7,10900,Hyundai,i10,Hyundai i10 2009 Japanese SPECS,2009,196000,Left Hand,Japanese Specs,"Al Warqaa, Dubai",Dubai
2869,9,15500,Hyundai,Santa Fe,"Hyundai Santa Fe , GCC spec 2009 model vehicle for sale, immediate seekers kindly contact",2009,230000,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
2870,16,41000,Hyundai,Accent,GCC HYUNDAI ACCENT 2020 MODEL 1.6L ENGINE O% DOWN PAYMENT IN BANK FINANCE AND CASH,2020,51000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
